2025-08-14 10:55:13,599 [INFO] Interrupt script started
2025-08-14 10:55:34,797 [INFO] Camera OK on try 1
2025-08-14 12:00:50,939 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_12-00-27_2025-08-14_0x33.jpg
2025-08-14 12:00:53,839 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 12:01:07,061 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_12-00-53_2025-08-14_0x92.jpg
2025-08-14 12:02:46,186 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 12:03:17,242 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_12-02-46_2025-08-14_0x42.jpg
2025-08-14 12:04:30,386 [ERROR] File monitor: not enough values to unpack (expected 2, got 1)
2025-08-14 12:06:32,770 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 12:07:00,948 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_12-06-32_2025-08-14_0x26.jpg
2025-08-14 12:07:24,018 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 12:07:41,020 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_12-07-24_2025-08-14_0x98.jpg
2025-08-14 12:07:43,908 [ERROR] File monitor: not enough values to unpack (expected 2, got 1)
2025-08-14 12:07:45,982 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 12:08:15,037 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_12-07-45_2025-08-14_0x97.jpg
2025-08-14 12:08:18,139 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 12:08:29,250 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_12-08-18_2025-08-14_0x81.jpg
2025-08-14 12:08:40,229 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 12:08:55,316 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_12-08-40_2025-08-14_0x94.jpg
